NOME,ANO_INGRESSO_2020,FASE_2020,PEDRA_2020,IAN_2020,DESTAQUE_IDA_2020,IDA_2020,DESTAQUE_IEG_2020,IEG_2020,IAA_2020,IPS_2020,IPP_2020,DESTAQUE_IPV_2020,IPV_2020,INDE_2020,PONTO_VIRADA_2020
ALUNO-1015,2018,3,Ametista,10.0,0,6.666666666666667,0,7.2,9.16668,7.5,8.125,1,9.000003333333332,8.052502,1
ALUNO-1016,2019,2,Ametista,5.0,0,6.0,1,9.6,8.500020000000001,7.5,7.916666666666668,0,7.11111,7.433890666666667,0
ALUNO-1017,2018,2,Ametista,10.0,1,8.5,1,8.8,9.000020000000001,7.5,7.083333333333333,1,8.277776666666666,8.473890666666668,0
ALUNO-1018,2020,5,Quartzo,5.0,0,0.0,0,4.9,8.33334,7.5,8.541666666666666,0,5.388883333333333,4.995277333333333,0
ALUNO-1019,2020,5,Ágata,5.0,0,4.333333333333333,0,6.5,6.24999,7.5,8.333333333333334,0,6.88888,6.252775000000001,0
ALUNO-1020,2017,8,Quartzo,10.0,0,7.5,0,0.0,8.75001,6.875,0.0,0,0.0,6.250001,0
ALUNO-1021,2019,2,Ágata,5.0,0,4.5,1,7.8,9.000020000000001,6.875,7.1875,0,7.58333,6.782918,0
ALUNO-1022,2020,0,Topázio,10.0,1,9.0,1,9.9,10.00002,7.5,7.5,1,7.5,8.780002,0
ALUNO-1024,2020,5,Quartzo,5.0,0,0.0,0,2.2,7.5,3.125,7.708333333333334,0,4.94444,3.7622213333333336,0
ALUNO-1027,2016,5,Ametista,10.0,0,6.333333333333333,1,9.0,8.75001,4.375,8.90625,1,9.0000025,8.069793166666667,1
ALUNO-1028,2019,2,Ametista,5.0,1,7.5,1,9.1,9.50002,7.5,7.916666666666668,0,7.111106666666665,7.73389,0
ALUNO-1029,2019,1,Ametista,5.0,1,9.0,1,8.7,9.50002,7.5,8.125,0,9.000005,8.352502999999999,1
ALUNO-1031,2020,0,Topázio,10.0,1,10.0,1,10.0,9.000020000000001,7.5,7.5,1,8.833335,9.166669,1
ALUNO-1034,2019,2,Ametista,10.0,0,5.5,1,8.5,8.000020000000001,7.5,8.125,1,7.944446666666668,7.751391333333333,0
ALUNO-1035,2020,1,Ametista,5.0,1,10.0,1,9.4,9.50002,7.5,7.5,0,7.166663333333332,8.263334666666667,0
ALUNO-1036,2020,1,Quartzo,5.0,0,0.0,0,3.3,8.41668,6.875,6.458333333333334,0,6.833326666666666,4.701666666666667,0
ALUNO-1041,2019,3,Ametista,10.0,1,8.666666666666666,0,5.4,8.75001,7.5,7.96875,1,7.79167,7.793543333333334,0
ALUNO-1046,2018,3,Ametista,5.0,1,7.666666666666667,1,9.3,7.5,7.5,8.333333333333334,0,8.83334,7.993334666666667,1
ALUNO-1047,2018,4,Quartzo,10.0,0,0.0,0,2.1,7.5,7.5,7.916666666666668,1,5.611103333333333,4.833887333333333,0
ALUNO-1051,2019,3,Ágata,10.0,0,3.6666666666666665,0,2.8,9.16668,7.5,7.5,1,7.72222,6.254445333333334,0
ALUNO-1056,2019,3,Quartzo,2.5,0,2.6666666666666665,0,3.7,7.5,4.375,6.09375,0,5.0833275,4.336873833333334,0
ALUNO-1061,2018,2,Ametista,5.0,1,9.0,1,8.5,9.50002,6.875,7.916666666666668,0,7.555549999999999,7.940278666666668,0
