NOME,FASE_2020,FASE_2021,FASE_2022,PEDRA_2020,PEDRA_2021,PEDRA_2022,PONTO_VIRADA_2020,PONTO_VIRADA_2021,PONTO_VIRADA_2022,ANO_INGRESSO,dimensao_academica,dimensao_psicossocial,dimensao_psicopedagogica,ATIVO
ALUNO-364,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,abaixo da media,excelente,1
ALUNO-365,5.0,6.0,7.0,Ametista,Ametista,Quartzo,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-367,3.0,4.0,4.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,0
ALUNO-368,8.0,8.0,8.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-370,3.0,3.0,4.0,Topázio,Ametista,Ametista,1.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-371,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-372,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,0
ALUNO-373,3.0,4.0,5.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,1
ALUNO-375,2.0,2.0,3.0,Topázio,Topázio,Topázio,1.0,0.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-377,3.0,3.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-378,5.0,6.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-379,3.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,abaixo da media,0
ALUNO-380,8.0,8.0,8.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,excelente,abaixo da media,abaixo da media,0
ALUNO-381,0.0,0.0,0.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,1
ALUNO-382,8.0,8.0,8.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-383,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-385,3.0,3.0,3.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-387,2.0,3.0,4.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-388,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-389,5.0,6.0,6.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-390,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-393,2.0,2.0,2.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-394,4.0,4.0,4.0,Quartzo,Ágata,Ametista,0.0,0.0,0.0,2016.0,abaixo da media,excelente,excelente,1
ALUNO-396,4.0,5.0,6.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-397,3.0,3.0,3.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,excelente,abaixo da media,abaixo da media,0
ALUNO-399,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,abaixo da media,excelente,0
ALUNO-400,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-401,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-404,3.0,4.0,5.0,Ametista,Topázio,Topázio,0.0,0.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-406,1.0,1.0,1.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-407,3.0,4.0,5.0,Ametista,Topázio,Topázio,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-408,0.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-414,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-416,2.0,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-421,3.0,4.0,5.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-424,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-425,3.0,3.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-426,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-431,0.0,0.0,0.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,abaixo da media,0
ALUNO-435,4.0,5.0,5.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,abaixo da media,excelente,0
ALUNO-437,1.0,2.0,1.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-439,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-441,2.0,2.0,3.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-442,0.0,1.0,1.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-443,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-445,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-447,0.0,1.0,1.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-448,2.0,3.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-449,1.0,2.0,2.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-450,4.0,5.0,5.0,Ágata,Ametista,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-451,1.0,1.0,1.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-453,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-455,2.0,2.0,2.0,Topázio,Ametista,Topázio,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-457,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-458,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-459,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-460,5.0,5.0,5.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2016.0,excelente,excelente,excelente,0
ALUNO-462,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-463,3.0,4.0,5.0,Ametista,Topázio,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-464,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-466,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,excelente,0
ALUNO-467,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-468,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-469,3.0,4.0,4.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-472,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-473,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-474,1.0,2.0,2.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-476,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-477,2.0,2.0,2.0,Quartzo,Quartzo,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-478,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-482,2.0,2.0,3.0,Ametista,Topázio,Topázio,0.0,1.0,1.0,2016.0,excelente,excelente,excelente,1
ALUNO-483,2.0,2.0,3.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-484,8.0,8.0,8.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2016.0,abaixo da media,excelente,abaixo da media,0
ALUNO-486,2.0,2.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,abaixo da media,1
ALUNO-487,0.0,0.0,0.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-488,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-490,3.0,4.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-491,1.0,1.0,2.0,Ágata,Ágata,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-492,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-495,8.0,8.0,8.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-496,3.0,4.0,5.0,Topázio,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-499,1.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,1.0,2017.0,excelente,excelente,excelente,1
ALUNO-500,6.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-502,4.0,4.0,4.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-503,0.0,0.0,1.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-506,0.0,0.0,0.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-507,3.0,4.0,4.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,1
ALUNO-509,7.0,7.0,7.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,0
ALUNO-512,3.0,4.0,4.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,0
ALUNO-513,1.0,1.0,1.0,Topázio,Ametista,Topázio,0.0,0.0,1.0,2020.0,excelente,excelente,excelente,1
ALUNO-515,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-517,5.0,5.0,5.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-518,6.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-520,2.0,3.0,4.0,Ametista,Topázio,Topázio,1.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-521,1.0,2.0,2.0,Topázio,Ametista,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-522,1.0,2.0,2.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-524,0.0,1.0,1.0,Ametista,Topázio,Topázio,0.0,1.0,1.0,2020.0,excelente,excelente,excelente,1
ALUNO-527,5.0,6.0,7.0,Ametista,Ametista,Ágata,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-530,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-531,4.0,5.0,5.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-533,2.0,3.0,3.0,Quartzo,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-534,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-535,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-540,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-541,3.0,4.0,5.0,Topázio,Ametista,Ágata,1.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-544,2.0,2.0,3.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-545,1.0,1.0,1.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,abaixo da media,excelente,excelente,0
ALUNO-546,5.0,6.0,7.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,abaixo da media,1
ALUNO-547,4.0,4.0,4.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-549,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,excelente,0
ALUNO-552,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-555,1.0,2.0,2.0,Ametista,Topázio,Topázio,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-557,2.0,2.0,3.0,Ametista,Ametista,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-559,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-560,1.0,2.0,2.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-561,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-562,2.0,2.0,3.0,Ametista,Topázio,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-564,3.0,4.0,4.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-568,3.0,3.0,3.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-569,0.0,1.0,1.0,Topázio,Topázio,Topázio,1.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-570,1.0,1.0,1.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-574,5.0,6.0,7.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-577,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-579,2.0,2.0,2.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-581,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-583,4.0,4.0,5.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-585,1.0,2.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,1
ALUNO-586,1.0,1.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-588,0.0,1.0,1.0,Topázio,Topázio,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-589,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-594,1.0,1.0,1.0,Ametista,Ametista,Topázio,0.0,0.0,1.0,2020.0,excelente,excelente,excelente,1
ALUNO-597,7.0,7.0,7.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,excelente,abaixo da media,abaixo da media,0
ALUNO-598,4.0,4.0,4.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-599,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-601,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-602,0.0,1.0,1.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,1
ALUNO-603,1.0,1.0,2.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,1
ALUNO-604,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-605,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-606,5.0,5.0,5.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-608,4.0,4.0,5.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-609,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,abaixo da media,0
ALUNO-611,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2016.0,excelente,excelente,excelente,0
ALUNO-613,1.0,1.0,2.0,Ágata,Ametista,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-614,6.0,6.0,6.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,excelente,abaixo da media,excelente,0
ALUNO-615,0.0,1.0,1.0,Topázio,Topázio,Topázio,1.0,0.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-616,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-618,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,excelente,excelente,0
ALUNO-619,2.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-622,3.0,3.0,3.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,abaixo da media,1
ALUNO-624,3.0,3.0,4.0,Quartzo,Ágata,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,abaixo da media,1
ALUNO-625,1.0,1.0,1.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-626,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-629,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,abaixo da media,0
ALUNO-630,8.0,8.0,8.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,abaixo da media,0
ALUNO-631,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-634,1.0,1.0,2.0,Ágata,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,abaixo da media,1
ALUNO-635,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2017.0,abaixo da media,abaixo da media,abaixo da media,0
ALUNO-636,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-638,1.0,2.0,3.0,Ágata,Ágata,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,abaixo da media,1
ALUNO-639,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-640,7.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-642,1.0,1.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,abaixo da media,excelente,1
ALUNO-644,1.0,2.0,3.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2018.0,excelente,excelente,excelente,1
ALUNO-645,0.0,0.0,1.0,Topázio,Ágata,Quartzo,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-646,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-647,1.0,2.0,2.0,Ágata,Quartzo,Ametista,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-648,3.0,3.0,3.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-655,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-657,2.0,2.0,3.0,Topázio,Ametista,Topázio,0.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-659,3.0,3.0,3.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-661,7.0,7.0,7.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2017.0,excelente,excelente,excelente,0
ALUNO-663,1.0,2.0,2.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,abaixo da media,1
ALUNO-664,4.0,5.0,6.0,Topázio,Topázio,Topázio,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,1
ALUNO-666,7.0,7.0,7.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,abaixo da media,0
ALUNO-668,1.0,2.0,2.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-670,5.0,6.0,6.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2020.0,excelente,excelente,excelente,0
ALUNO-671,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-672,1.0,1.0,1.0,Ametista,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,0
ALUNO-676,5.0,5.0,5.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2018.0,abaixo da media,abaixo da media,excelente,0
ALUNO-677,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-678,2.0,2.0,2.0,Quartzo,Quartzo,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,abaixo da media,excelente,0
ALUNO-680,7.0,7.0,7.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-681,2.0,2.0,3.0,Quartzo,Ágata,Ágata,0.0,0.0,0.0,2018.0,abaixo da media,excelente,excelente,1
ALUNO-682,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,1.0,1.0,2020.0,excelente,excelente,excelente,0
ALUNO-683,0.0,0.0,0.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,abaixo da media,abaixo da media,0
ALUNO-684,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-685,0.0,0.0,0.0,Ametista,Ágata,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,abaixo da media,0
ALUNO-686,0.0,0.0,1.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,1
ALUNO-688,7.0,7.0,7.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-689,2.0,2.0,3.0,Ametista,Ametista,Ametista,1.0,0.0,0.0,2017.0,excelente,excelente,excelente,1
ALUNO-691,1.0,1.0,1.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-693,0.0,0.0,1.0,Ametista,Ágata,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-695,0.0,0.0,1.0,Topázio,Topázio,Ametista,0.0,1.0,0.0,2020.0,excelente,excelente,excelente,1
ALUNO-696,2.0,2.0,2.0,Ametista,Ametista,Ametista,1.0,1.0,1.0,2019.0,excelente,excelente,excelente,0
ALUNO-698,5.0,6.0,6.0,Ágata,Ametista,Ametista,0.0,0.0,0.0,2020.0,excelente,excelente,excelente,0
ALUNO-699,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,0
ALUNO-700,2.0,2.0,2.0,Ágata,Ágata,Ágata,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
ALUNO-702,1.0,1.0,1.0,Topázio,Topázio,Topázio,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,0
ALUNO-703,2.0,3.0,4.0,Ametista,Ametista,Ágata,0.0,0.0,0.0,2019.0,excelente,excelente,excelente,1
ALUNO-704,2.0,2.0,2.0,Ametista,Ametista,Ametista,0.0,0.0,0.0,2018.0,excelente,excelente,excelente,0
ALUNO-707,2.0,2.0,3.0,Ametista,Ágata,Quartzo,0.0,0.0,0.0,2019.0,abaixo da media,excelente,excelente,1
